"Type","Bai","Cong","Pan","Hai","Hua","Huang","Li","Nan","Tian","Yue","Area","B","L","R","Floor","HH","HM","Brand","cluster"
1,0,0,0,0,0,0,0,0,0,0,117,4,2,2,32,1,0,1,3
1,0,0,0,0,0,0,0,0,0,1,60,2,1,1,8,0,1,1,4
1,0,0,0,0,0,0,0,0,0,1,39,1,1,1,17,0,1,1,4
1,0,0,0,0,0,1,0,0,0,0,66,3,2,2,22,1,0,1,3
1,0,0,0,0,0,0,0,0,0,1,85,3,1,1,11,0,1,1,4
1,0,0,0,0,0,0,0,0,1,0,90,3,1,1,9,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,80,2,1,1,14,0,1,1,2
1,0,0,0,0,0,0,0,0,0,1,90,3,1,1,9,1,0,1,4
1,0,0,0,0,0,0,0,0,1,0,67,2,1,1,22,0,1,1,2
1,0,0,1,0,0,0,0,0,0,0,57,2,1,1,19,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,73,2,1,1,9,0,0,1,2
1,0,0,0,0,0,0,1,0,0,0,50,1,1,1,3,0,0,1,2
1,1,0,0,0,0,0,0,0,0,0,50,2,1,1,9,1,0,1,2
1,0,0,0,1,0,0,0,0,0,0,70,2,1,1,9,0,0,1,2
1,0,0,0,1,0,0,0,0,0,0,53,1,1,1,6,0,0,1,2
1,0,0,0,0,0,0,1,0,0,0,94,3,2,2,34,0,0,1,3
1,0,0,0,1,0,0,0,0,0,0,90,1,1,1,27,1,0,1,2
1,0,0,0,0,1,0,0,0,0,0,57,1,1,1,18,0,0,1,2
1,0,0,0,1,0,0,0,0,0,0,81,3,2,1,11,0,1,1,2
1,0,0,1,0,0,0,0,0,0,0,100,3,2,1,8,0,1,1,3
1,0,0,0,0,0,1,0,0,0,0,94,3,2,2,20,1,0,1,3
1,0,0,0,0,0,0,0,0,1,0,100,3,2,1,25,0,1,1,3
1,0,0,0,1,0,0,0,0,0,0,52,1,0,0,8,0,0,1,2
1,1,0,0,0,0,0,0,0,0,0,48,2,1,1,9,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,74,2,1,1,8,0,1,1,2
1,0,0,1,0,0,0,0,0,0,0,134,4,2,2,11,0,0,1,3
1,0,0,0,0,0,0,1,0,0,0,93,3,1,1,26,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,65,2,1,1,9,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,94,3,1,1,11,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,74,5,2,2,16,1,0,1,3
1,0,0,0,0,0,0,0,0,1,0,34,1,0,1,9,1,0,1,2
1,0,0,1,0,0,0,0,0,0,0,150,4,2,2,25,1,0,1,3
1,0,0,0,0,0,0,0,0,0,1,51,2,1,1,16,1,0,1,4
1,0,0,0,0,0,0,0,1,0,0,48,1,1,1,29,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,195,4,2,2,12,0,1,1,3
1,0,0,0,1,0,0,0,0,0,0,106,3,2,2,9,1,0,1,3
1,0,0,1,0,0,0,0,0,0,0,30,1,0,1,7,1,0,1,2
1,0,0,1,0,0,0,0,0,0,0,216,6,3,3,6,1,0,1,3
1,1,0,0,0,0,0,0,0,0,0,68,2,1,1,6,0,0,1,2
1,0,0,0,0,0,0,0,1,0,0,90,3,1,1,31,0,1,1,3
1,1,0,0,0,0,0,0,0,0,0,40,1,0,1,9,0,0,1,2
1,1,0,0,0,0,0,0,0,0,0,120,3,2,2,18,0,1,1,3
1,0,0,0,0,0,0,0,0,0,1,90,3,2,1,9,1,0,1,4
1,0,0,0,1,0,0,0,0,0,0,63,2,1,1,9,0,0,1,2
1,0,0,1,0,0,0,0,0,0,0,57,1,1,1,12,1,0,1,2
1,0,0,0,1,0,0,0,0,0,0,41,1,1,1,8,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,94,3,2,1,18,0,0,1,3
1,0,0,1,0,0,0,0,0,0,0,150,4,2,2,11,0,1,1,3
1,0,0,0,0,0,0,0,0,1,0,123,3,2,2,28,0,1,1,3
1,0,0,0,1,0,0,0,0,0,0,60,2,1,1,9,0,0,1,2
1,0,0,0,1,0,0,0,0,0,0,94,3,1,1,11,1,0,1,2
1,0,0,0,1,0,0,0,0,0,0,268,5,2,3,32,1,0,1,3
1,0,0,0,0,0,0,0,0,1,0,127,7,1,2,9,1,0,1,3
1,0,0,0,0,0,0,0,0,1,0,74,2,1,1,10,0,0,1,2
1,0,0,1,0,0,0,0,0,0,0,64,2,1,1,7,0,0,1,2
1,1,0,0,0,0,0,0,0,0,0,117,3,2,1,21,0,1,1,3
1,0,0,0,0,0,0,0,0,1,0,92,2,2,1,17,0,1,1,3
1,0,0,0,1,0,0,0,0,0,0,165,4,1,1,33,0,1,1,3
1,1,0,0,0,0,0,0,0,0,0,91,3,1,1,8,1,0,1,2
1,0,0,1,0,0,0,0,0,0,0,89,3,2,2,33,1,0,1,3
1,0,0,0,0,0,0,1,0,0,0,25,2,1,1,21,1,0,1,2
1,0,0,1,0,0,0,0,0,0,0,30,1,0,1,15,0,0,1,2
1,0,0,0,1,0,0,0,0,0,0,143,4,2,2,28,0,0,1,3
1,0,0,1,0,0,0,0,0,0,0,41,2,1,1,23,0,1,1,2
1,0,0,0,0,0,0,0,0,0,0,83,3,1,1,18,0,0,1,2
1,0,0,0,0,0,0,0,0,1,0,130,3,1,2,30,0,1,1,3
1,0,0,1,0,0,0,0,0,0,0,61,2,2,1,12,0,1,1,2
1,0,0,0,0,0,0,0,0,0,1,61,1,1,1,35,1,0,1,4
1,0,0,1,0,0,0,0,0,0,0,58,1,1,1,21,0,0,1,2
1,0,0,0,0,0,0,0,0,1,0,74,2,1,1,28,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,80,3,1,1,9,0,1,1,2
1,0,0,1,0,0,0,0,0,0,0,94,3,2,2,30,0,1,1,3
1,0,0,0,1,0,0,0,0,0,0,40,1,1,1,1,0,0,1,2
1,0,0,0,0,0,0,0,0,0,1,60,1,1,1,32,0,0,1,4
1,1,0,0,0,0,0,0,0,0,0,299,5,3,3,3,0,0,1,3
1,0,0,0,0,0,0,0,0,1,0,85,2,2,1,12,0,0,1,2
1,0,0,0,0,0,0,0,0,0,1,80,2,1,1,17,1,0,1,4
1,0,0,0,0,0,0,0,0,0,1,46,1,0,1,19,0,1,1,4
1,1,0,0,0,0,0,0,0,0,0,25,1,0,1,9,0,0,1,2
1,1,0,0,0,0,0,0,0,0,0,60,2,1,1,9,1,0,1,2
1,0,0,0,0,0,0,0,0,0,1,60,1,1,1,13,1,0,1,4
1,0,0,1,0,0,0,0,0,0,0,70,3,2,2,22,0,1,1,3
1,1,0,0,0,0,0,0,0,0,0,89,3,1,1,9,0,0,1,2
1,0,0,0,0,0,0,0,0,1,0,123,4,1,2,39,0,0,1,3
1,0,0,1,0,0,0,0,0,0,0,51,1,1,1,31,0,1,1,2
1,0,0,0,0,0,0,0,1,0,0,63,2,1,1,26,1,0,1,2
1,0,0,1,0,0,0,0,0,0,0,62,1,1,1,31,0,1,1,2
1,0,0,0,0,0,0,0,0,0,0,93,3,2,2,18,1,0,1,3
1,0,0,1,0,0,0,0,0,0,0,60,2,1,1,4,0,0,1,2
1,1,0,0,0,0,0,0,0,0,0,72,2,1,1,9,0,0,1,2
1,1,0,0,0,0,0,0,0,0,0,160,5,2,3,11,1,0,1,3
1,0,0,0,0,0,0,0,0,1,0,72,3,2,1,10,0,1,1,3
1,0,0,1,0,0,0,0,0,0,0,65,2,1,1,4,0,1,1,2
1,0,0,1,0,0,0,0,0,0,0,45,1,0,1,12,1,0,1,2
1,0,0,1,0,0,0,0,0,0,0,160,5,2,2,15,1,0,1,3
1,1,0,0,0,0,0,0,0,0,0,103,3,1,2,17,0,0,1,3
1,0,0,0,0,0,0,0,0,1,0,72,2,1,1,29,1,0,1,2
1,0,0,0,1,0,0,0,0,0,0,38,1,1,1,12,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,89,3,2,1,9,1,0,1,3
1,0,0,0,0,0,0,0,0,0,1,81,2,1,1,30,0,0,1,4
1,0,0,0,0,0,0,0,0,1,0,103,3,1,1,9,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,66,2,1,1,13,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,35,1,0,0,7,0,0,1,2
1,0,0,0,0,0,0,0,0,0,0,94,3,2,1,18,0,1,1,3
1,0,0,0,0,0,0,1,0,0,0,146,4,2,2,34,0,1,1,3
1,0,0,1,0,0,0,0,0,0,0,96,3,1,1,6,0,1,1,2
1,0,0,0,1,0,0,0,0,0,0,50,2,1,1,12,0,1,1,2
1,0,0,0,0,1,0,0,0,0,0,144,4,2,1,18,0,1,1,3
1,0,0,0,0,0,0,0,1,0,0,55,1,1,1,26,1,0,1,2
1,0,0,1,0,0,0,0,0,0,0,55,1,0,1,17,0,0,1,2
1,0,0,0,1,0,0,0,0,0,0,70,2,1,1,7,1,0,1,2
1,0,0,1,0,0,0,0,0,0,0,105,3,1,1,8,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,33,1,1,1,8,0,1,1,2
1,0,0,0,0,0,0,1,0,0,0,43,2,1,1,9,0,0,1,2
1,0,0,0,0,0,0,1,0,0,0,78,3,1,1,15,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,40,1,1,1,9,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,25,1,0,1,6,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,120,3,2,2,7,0,1,1,3
1,0,0,0,0,0,0,1,0,0,0,25,1,0,1,22,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,118,3,2,2,41,0,1,1,3
1,0,0,0,1,0,0,0,0,0,0,50,1,1,1,9,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,140,4,2,2,28,1,0,1,3
1,1,0,0,0,0,0,0,0,0,0,126,3,1,2,18,1,0,1,3
1,0,0,0,0,0,0,0,0,0,1,73,2,1,1,9,1,0,1,4
1,1,0,0,0,0,0,0,0,0,0,68,2,2,1,9,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,91,3,2,1,44,0,1,1,3
1,0,0,0,0,0,0,0,0,1,0,75,2,2,2,6,0,0,1,3
1,0,0,0,0,0,0,0,0,1,0,92,3,1,2,9,1,0,1,3
1,0,0,0,0,0,0,0,0,1,0,96,4,1,1,23,0,0,1,3
1,0,0,0,0,0,1,0,0,0,0,96,3,2,2,24,0,0,1,3
1,0,0,0,0,0,0,0,0,1,0,145,4,1,2,14,1,0,1,3
1,0,0,0,0,0,0,0,0,1,0,83,2,1,1,20,0,1,1,2
1,0,0,0,0,0,0,1,0,0,0,170,2,0,0,1,0,0,1,2
1,0,0,0,0,0,0,0,0,1,0,46,1,1,1,15,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,84,2,1,1,18,0,0,1,2
1,0,0,1,0,0,0,0,0,0,0,84,3,1,1,7,0,1,1,2
1,0,0,0,0,0,0,1,0,0,0,53,2,1,1,9,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,95,3,1,1,9,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,109,3,2,1,18,1,0,1,3
1,1,0,0,0,0,0,0,0,0,0,48,1,1,1,18,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,38,1,1,1,22,1,0,1,2
1,0,0,0,1,0,0,0,0,0,0,56,1,1,1,41,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,66,2,1,1,11,0,0,1,2
1,0,0,0,0,0,0,0,0,1,0,56,3,1,2,10,0,0,1,2
1,0,0,0,1,0,0,0,0,0,0,35,1,1,1,9,1,0,1,2
1,0,0,0,1,0,0,0,0,0,0,31,1,1,1,9,1,0,1,2
1,0,0,0,0,0,0,0,1,0,0,38,1,1,1,17,0,0,1,2
1,0,0,0,0,0,0,0,0,1,0,77,2,1,1,19,1,0,1,2
1,0,0,0,1,0,0,0,0,0,0,43,1,1,1,18,0,0,1,2
1,0,0,1,0,0,0,0,0,0,0,129,3,2,2,18,0,0,1,3
1,0,0,0,1,0,0,0,0,0,0,70,2,2,1,27,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,180,5,2,2,18,1,0,1,3
1,0,0,0,0,1,0,0,0,0,0,75,2,1,1,1,0,0,1,2
1,1,0,0,0,0,0,0,0,0,0,101,3,1,1,17,1,0,1,2
1,0,0,1,0,0,0,0,0,0,0,160,3,1,1,14,0,0,1,3
1,0,0,0,0,0,0,0,0,1,0,97,3,2,1,29,1,0,1,3
1,0,0,0,1,0,0,0,0,0,0,116,1,0,0,47,0,1,1,2
1,0,0,0,0,0,0,0,0,0,1,55,2,1,1,4,0,1,1,4
1,0,0,0,0,0,0,0,0,0,1,60,1,1,1,35,1,0,1,4
1,0,0,1,0,0,0,0,0,0,0,50,1,1,1,25,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,97,3,2,1,18,0,1,1,3
1,0,0,1,0,0,0,0,0,0,0,30,1,1,1,3,0,0,1,2
1,0,0,0,0,0,0,1,0,0,0,96,3,2,2,34,1,0,1,3
1,0,0,0,1,0,0,0,0,0,0,72,2,1,1,13,0,0,1,2
1,0,0,0,0,0,0,0,0,1,0,100,3,1,2,9,1,0,1,3
1,0,0,0,0,0,0,0,1,0,0,117,3,2,2,18,0,1,1,3
1,1,0,0,0,0,0,0,0,0,0,135,4,2,2,12,0,0,1,3
1,0,0,0,0,0,0,0,0,1,0,51,1,1,1,2,1,0,1,2
1,0,0,0,0,0,1,0,0,0,0,101,1,1,1,30,0,1,1,2
1,0,0,1,0,0,0,0,0,0,0,97,3,2,2,5,0,1,1,3
1,1,0,0,0,0,0,0,0,0,0,350,5,2,4,1,0,0,1,3
1,0,0,0,0,0,0,0,0,0,1,60,2,1,1,8,1,0,1,4
1,0,0,0,0,0,0,0,1,0,0,48,1,1,1,21,0,1,1,2
1,0,0,0,0,1,0,0,0,0,0,83,2,1,1,17,0,1,1,2
1,0,0,0,0,0,0,0,1,0,0,63,3,1,2,30,0,1,1,3
1,1,0,0,0,0,0,0,0,0,0,47,2,1,1,9,1,0,1,2
1,0,0,0,1,0,0,0,0,0,0,37,1,1,1,9,0,0,1,2
1,0,0,0,1,0,0,0,0,0,0,111,3,2,2,38,0,1,1,3
1,0,0,0,1,0,0,0,0,0,0,54,2,1,1,9,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,125,3,1,2,32,0,1,1,3
1,0,0,0,1,0,0,0,0,0,0,65,2,1,1,15,0,0,1,2
1,0,0,1,0,0,0,0,0,0,0,38,2,1,1,4,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,97,3,2,2,39,0,0,1,3
1,0,0,0,0,0,0,0,0,0,1,22,1,0,1,9,0,1,1,4
1,1,0,0,0,0,0,0,0,0,0,71,2,1,1,13,1,0,1,2
1,0,0,0,0,0,1,0,0,0,0,95,3,2,2,16,0,1,1,3
1,0,0,0,0,1,0,0,0,0,0,84,2,2,1,19,0,0,1,3
1,1,0,0,0,0,0,0,0,0,0,50,2,1,1,5,1,0,1,2
1,0,0,0,0,0,0,1,0,0,0,97,3,2,2,14,0,0,1,3
1,0,0,0,0,1,0,0,0,0,0,135,3,2,2,19,0,1,1,3
1,1,0,0,0,0,0,0,0,0,0,61,1,0,1,1,0,0,1,2
1,0,0,0,1,0,0,0,0,0,0,135,3,2,2,11,1,0,1,3
1,0,0,0,0,1,0,0,0,0,0,120,3,2,2,9,0,0,1,3
1,1,0,0,0,0,0,0,0,0,0,109,3,2,2,18,1,0,1,3
1,1,0,0,0,0,0,0,0,0,0,50,2,1,1,9,1,0,1,2
1,0,0,0,0,0,0,0,0,0,1,135,3,1,1,55,1,0,1,4
1,0,0,0,0,0,0,0,0,1,0,76,2,1,1,30,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,38,2,1,1,7,0,0,1,2
1,0,0,0,0,0,0,0,1,0,0,111,4,2,3,33,0,1,1,3
1,1,0,0,0,0,0,0,0,0,0,69,2,1,1,8,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,30,1,0,1,11,0,0,1,2
1,0,0,0,1,0,0,0,0,0,0,50,2,1,1,9,0,0,1,2
1,0,0,0,0,0,0,0,0,0,1,28,1,0,1,9,0,1,1,4
1,0,0,0,1,0,0,0,0,0,0,35,1,1,1,8,0,1,1,2
1,0,0,1,0,0,0,0,0,0,0,117,3,2,2,32,0,1,1,3
1,0,0,1,0,0,0,0,0,0,0,50,1,1,1,41,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,84,1,2,1,33,0,1,1,2
1,0,0,0,0,1,0,0,0,0,0,80,2,2,1,6,0,0,1,3
1,1,0,0,0,0,0,0,0,0,0,35,1,1,1,7,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,59,2,1,1,9,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,68,1,1,1,8,1,0,1,2
1,0,0,0,0,0,0,0,1,0,0,51,2,1,1,20,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,55,2,1,1,8,1,0,1,2
1,0,0,1,0,0,0,0,0,0,0,130,3,2,2,7,0,1,1,3
1,0,0,0,0,0,0,0,0,1,0,63,3,1,1,9,0,1,1,2
1,0,0,0,0,0,0,0,0,0,1,25,1,0,1,9,0,0,1,4
1,0,0,0,0,0,0,0,0,0,1,25,1,0,1,9,0,0,1,4
1,0,0,0,0,0,0,1,0,0,0,75,2,1,1,31,0,0,1,2
1,1,0,0,0,0,0,0,0,0,0,93,3,2,2,14,0,0,1,3
1,0,0,1,0,0,0,0,0,0,0,112,3,1,1,19,0,0,1,2
1,1,0,0,0,0,0,0,0,0,0,56,1,1,1,12,0,1,1,2
1,0,0,1,0,0,0,0,0,0,0,158,3,2,3,9,1,0,1,3
1,0,0,0,1,0,0,0,0,0,0,112,3,2,2,19,0,0,1,3
1,0,0,0,0,0,0,0,0,1,0,141,4,2,2,30,1,0,1,3
1,0,0,0,0,0,0,0,0,1,0,57,1,1,1,10,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,50,2,1,1,8,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,50,1,1,1,14,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,38,1,1,1,22,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,84,2,1,1,15,0,0,1,2
1,0,0,0,0,0,0,0,0,1,0,100,3,2,1,30,0,0,1,3
1,0,0,0,1,0,0,0,0,0,0,40,1,1,1,21,0,1,1,2
1,0,0,0,0,0,1,0,0,0,0,112,3,1,2,18,1,0,1,3
1,0,0,0,0,0,1,0,0,0,0,51,1,1,1,8,0,1,1,2
1,0,0,0,0,0,0,1,0,0,0,29,2,2,1,21,0,1,1,2
1,0,0,1,0,0,0,0,0,0,0,103,3,2,2,57,0,1,1,3
1,0,0,0,0,0,1,0,0,0,0,150,3,1,1,9,1,0,1,3
1,0,0,0,0,0,0,0,0,1,0,78,2,1,1,35,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,90,3,2,2,18,1,0,1,3
1,0,0,0,0,0,0,0,0,1,0,35,1,1,1,40,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,75,2,2,1,32,0,0,1,3
1,0,0,0,0,0,0,0,0,1,0,108,3,2,2,10,0,1,1,3
1,0,0,0,0,0,0,0,0,1,0,47,1,1,1,32,0,1,1,2
1,0,0,1,0,0,0,0,0,0,0,64,2,1,1,9,0,1,1,2
1,0,0,1,0,0,0,0,0,0,0,80,2,1,1,6,0,0,1,2
1,0,0,0,0,0,0,0,0,0,1,70,1,1,1,30,0,1,1,4
1,1,0,0,0,0,0,0,0,0,0,97,3,2,2,32,0,0,1,3
1,0,0,0,0,0,0,0,0,1,0,70,2,1,1,23,0,1,1,2
1,0,0,0,1,0,0,0,0,0,0,47,2,2,1,9,0,1,1,2
1,0,0,0,1,0,0,0,0,0,0,48,1,1,1,32,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,83,3,1,1,11,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,47,1,1,1,9,0,1,1,2
1,0,0,0,1,0,0,0,0,0,0,40,1,1,1,24,0,0,1,2
1,0,0,0,1,0,0,0,0,0,0,28,1,0,1,32,0,0,1,2
1,0,0,0,0,0,0,1,0,0,0,122,4,2,2,37,0,0,1,3
1,0,0,0,0,0,0,1,0,0,0,97,3,2,2,19,0,0,1,3
1,0,0,0,1,0,0,0,0,0,0,37,1,1,1,11,1,0,1,2
1,0,0,0,0,0,0,0,0,0,1,35,2,1,1,9,1,0,1,4
1,0,0,0,0,0,0,0,0,1,0,127,3,1,1,31,0,0,1,3
1,1,0,0,0,0,0,0,0,0,0,180,4,1,3,31,1,0,1,3
1,0,0,0,0,0,0,1,0,0,0,49,3,1,2,17,0,1,1,2
1,0,0,1,0,0,0,0,0,0,0,31,1,0,1,15,0,0,1,2
1,0,0,0,0,1,0,0,0,0,0,60,2,2,1,6,0,1,1,3
1,0,0,0,0,0,0,0,0,1,0,64,1,1,1,38,1,0,1,2
1,0,0,1,0,0,0,0,0,0,0,30,1,0,1,15,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,74,2,1,1,7,0,1,1,2
1,0,0,0,1,0,0,0,0,0,0,48,2,1,1,9,1,0,1,2
1,0,0,0,0,0,0,1,0,0,0,75,3,1,1,6,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,73,3,1,1,9,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,50,2,1,1,31,0,1,1,2
1,0,0,0,1,0,0,0,0,0,0,67,2,2,1,8,1,0,1,2
1,0,0,1,0,0,0,0,0,0,0,70,2,1,1,7,1,0,1,2
1,0,0,0,0,0,0,1,0,0,0,68,2,1,1,21,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,47,1,1,1,31,0,1,1,2
1,0,0,1,0,0,0,0,0,0,0,100,3,2,2,9,1,0,1,3
1,1,0,0,0,0,0,0,0,0,0,88,3,1,1,15,0,0,1,2
1,0,0,0,0,0,0,0,0,0,1,30,1,1,1,7,0,0,1,4
1,1,0,0,0,0,0,0,0,0,0,72,2,1,1,19,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,76,2,1,1,11,0,0,1,2
1,0,0,0,1,0,0,0,0,0,0,36,2,1,1,9,0,0,1,2
1,0,0,1,0,0,0,0,0,0,0,101,3,2,2,30,0,0,1,3
1,0,0,0,0,0,0,0,0,0,0,96,3,2,1,18,0,1,1,3
1,1,0,0,0,0,0,0,0,0,0,30,1,0,1,21,1,0,1,2
1,0,0,1,0,0,0,0,0,0,0,93,3,1,1,30,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,40,1,0,1,29,0,0,1,2
1,0,0,0,0,0,0,0,0,1,0,57,2,1,1,9,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,50,2,1,1,15,0,0,1,2
1,0,0,0,0,0,0,0,0,1,0,80,2,1,1,9,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,68,2,1,1,19,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,50,2,1,1,9,0,1,1,2
1,0,0,1,0,0,0,0,0,0,0,96,3,2,2,11,0,1,1,3
1,0,0,0,0,0,1,0,0,0,0,115,5,2,2,24,1,0,1,3
1,0,0,0,0,0,0,0,0,1,0,38,1,0,1,29,0,1,1,2
1,0,0,1,0,0,0,0,0,0,0,89,3,2,1,57,0,1,1,3
1,0,0,0,0,0,0,0,0,0,1,50,1,1,1,6,0,0,1,4
1,0,0,1,0,0,0,0,0,0,0,87,3,1,1,8,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,121,3,2,2,29,0,0,1,3
1,0,0,0,0,0,0,0,0,1,0,70,2,1,1,8,0,0,1,2
1,0,0,0,0,0,0,1,0,0,0,25,1,1,1,21,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,81,3,2,1,9,1,0,1,3
1,0,0,0,0,0,0,0,0,1,0,112,3,2,2,25,0,1,1,3
1,0,0,0,0,1,0,0,0,0,0,78,3,2,1,7,0,1,1,3
1,0,0,0,1,0,0,0,0,0,0,76,2,1,1,13,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,90,3,2,2,12,0,0,1,3
1,0,0,0,0,1,0,0,0,0,0,144,4,2,2,11,1,0,1,3
1,0,0,0,0,0,0,0,0,1,0,76,3,1,1,9,1,0,1,2
1,0,0,0,1,0,0,0,0,0,0,51,2,1,1,9,0,1,1,2
1,0,0,0,0,0,0,1,0,0,0,73,2,1,1,9,0,0,1,2
1,1,0,0,0,0,0,0,0,0,0,63,2,1,1,8,0,1,1,2
1,0,0,0,1,0,0,0,0,0,0,35,1,1,1,15,1,0,1,2
1,0,0,0,0,0,0,1,0,0,0,65,2,1,1,9,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,38,1,1,1,30,0,1,1,2
1,0,0,0,1,0,0,0,0,0,0,51,2,1,1,9,1,0,1,2
1,0,0,0,1,0,0,0,0,0,0,52,2,1,1,9,1,0,1,2
1,0,0,0,0,0,0,0,0,0,1,60,2,1,1,9,0,0,1,4
1,1,0,0,0,0,0,0,0,0,0,45,1,0,1,26,0,0,1,2
1,0,0,0,1,0,0,0,0,0,0,30,1,1,1,4,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,67,1,1,1,9,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,84,3,1,1,18,0,1,1,2
1,0,0,0,0,0,0,0,0,0,0,92,2,2,1,25,1,0,1,3
1,0,0,0,0,0,0,1,0,0,0,65,2,1,1,15,1,0,1,2
1,0,0,0,1,0,0,0,0,0,0,68,2,1,1,9,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,83,2,1,1,18,1,0,1,2
1,0,0,1,0,0,0,0,0,0,0,135,3,2,2,32,0,0,1,3
1,0,0,0,1,0,0,0,0,0,0,45,1,1,1,27,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,165,4,2,2,30,1,0,1,3
1,1,0,0,0,0,0,0,0,0,0,58,1,1,1,26,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,150,3,2,2,31,0,1,1,3
1,1,0,0,0,0,0,0,0,0,0,70,2,1,1,26,0,0,1,2
1,0,0,0,0,1,0,0,0,0,0,107,3,2,2,7,0,1,1,3
1,0,0,0,0,0,0,1,0,0,0,109,3,1,1,9,0,0,1,2
1,0,0,0,1,0,0,0,0,0,0,75,3,1,1,9,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,95,2,1,1,9,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,65,2,1,1,29,0,0,1,2
1,0,0,0,0,0,0,0,0,1,0,114,2,2,2,41,0,0,1,3
1,0,0,0,1,0,0,0,0,0,0,28,1,1,1,1,0,0,1,2
1,1,0,0,0,0,0,0,0,0,0,100,3,2,1,9,1,0,1,3
1,1,0,0,0,0,0,0,0,0,0,60,2,1,1,9,1,0,1,2
1,0,0,0,0,0,0,1,0,0,0,58,2,1,1,3,1,0,1,2
1,0,0,0,0,0,0,0,1,0,0,56,2,2,1,10,0,1,1,3
1,0,0,0,0,0,1,0,0,0,0,159,3,2,2,25,1,0,1,3
1,0,0,0,0,0,0,1,0,0,0,56,2,1,1,8,1,0,1,2
1,0,0,0,1,0,0,0,0,0,0,78,2,2,1,9,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,116,3,2,2,14,0,0,1,3
1,1,0,0,0,0,0,0,0,0,0,49,1,0,0,7,1,0,1,2
1,0,0,0,0,0,0,0,0,0,1,55,1,1,1,30,1,0,1,4
1,0,0,0,0,0,0,0,0,1,0,67,1,0,1,30,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,130,3,2,2,10,1,0,1,3
1,0,0,0,0,0,0,0,0,0,1,56,1,1,1,9,0,1,1,4
