"Type","Bai","Cong","Pan","Hai","Hua","Huang","Li","Nan","Tian","Yue","Area","B","L","R","Floor","HH","HM","Brand","cluster"
1,0,0,0,1,0,0,0,0,0,0,46,1,1,1,6,0,0,1,2
0,1,0,0,0,0,0,0,0,0,0,6,4,1,1,10,0,0,0,1
1,0,0,0,1,0,0,0,0,0,0,89,2,1,1,25,0,1,1,2
1,0,0,0,0,0,0,1,0,0,0,80,3,1,1,13,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,67,2,1,1,8,1,0,1,2
0,0,0,1,0,0,0,0,0,0,0,8,4,1,2,7,0,1,0,1
1,0,0,0,0,0,0,0,0,0,1,50,2,1,1,9,0,0,1,4
1,0,0,0,0,0,0,0,0,1,0,78,2,1,1,18,0,0,1,2
1,0,0,0,0,0,0,0,0,0,0,141,4,2,2,32,0,0,1,3
0,0,0,1,0,0,0,0,0,0,0,13,4,1,2,7,0,1,0,1
1,0,0,1,0,0,0,0,0,0,0,75,2,1,1,6,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,81,2,2,1,30,1,0,1,3
1,1,0,0,0,0,0,0,0,0,0,90,3,1,1,10,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,103,3,2,2,17,0,0,1,3
0,0,0,1,0,0,0,0,0,0,0,11,4,1,2,7,0,1,0,1
0,0,0,1,0,0,0,0,0,0,0,19,4,1,2,8,1,0,0,1
0,0,0,0,0,1,0,0,0,0,0,12,5,1,2,15,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0,8,3,1,1,21,0,0,0,1
1,0,0,0,0,0,0,0,0,1,0,78,2,1,1,35,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,40,1,1,1,9,1,0,1,2
1,0,0,0,1,0,0,0,0,0,0,60,1,1,1,47,1,0,1,2
0,0,0,0,0,0,0,0,0,1,0,14,4,1,2,33,0,0,0,1
1,0,0,0,0,0,0,0,0,1,0,86,2,1,1,29,0,0,1,2
1,0,0,0,0,0,0,0,0,0,1,45,2,1,1,8,1,0,1,4
1,0,0,0,0,0,0,0,0,1,0,88,2,2,1,32,1,0,1,3
1,0,0,0,0,0,0,0,1,0,0,87,2,2,1,23,0,0,1,3
1,0,0,1,0,0,0,0,0,0,0,90,3,2,1,6,0,0,1,3
1,0,0,0,1,0,0,0,0,0,0,50,1,0,1,25,0,1,1,2
1,0,0,0,1,0,0,0,0,0,0,66,2,1,1,9,0,1,1,2
1,0,0,0,0,0,0,0,0,0,1,53,2,1,1,7,0,1,1,4
1,0,0,1,0,0,0,0,0,0,0,30,1,1,1,7,0,1,1,2
1,0,0,0,1,0,0,0,0,0,0,60,2,1,1,9,1,0,1,2
0,0,0,0,1,0,0,0,0,0,0,7,4,1,2,32,1,0,0,1
0,0,0,0,1,0,0,0,0,0,0,6,4,1,2,32,1,0,0,1
1,0,0,0,0,0,0,0,1,0,0,80,3,1,2,14,0,1,1,3
1,0,0,0,0,0,0,0,0,0,1,55,2,1,1,9,1,0,1,4
1,0,0,0,0,0,0,0,0,1,0,164,1,0,2,32,0,0,1,2
1,1,0,0,0,0,0,0,0,0,0,51,2,1,1,9,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,35,1,1,1,8,1,0,1,2
0,0,0,1,0,0,0,0,0,0,0,11,4,1,2,7,1,0,0,1
1,0,0,0,0,0,1,0,0,0,0,80,3,1,1,8,1,0,1,2
1,0,0,0,1,0,0,0,0,0,0,43,2,1,1,20,0,0,1,2
1,0,0,0,0,0,0,0,0,1,0,125,4,2,2,22,1,0,1,3
0,0,0,1,0,0,0,0,0,0,0,8,3,1,1,7,1,0,0,1
1,0,0,1,0,0,0,0,0,0,0,64,2,1,1,6,0,0,1,2
0,0,0,0,0,0,0,0,0,1,0,8,5,1,2,28,0,0,0,1
1,0,0,0,0,0,1,0,0,0,0,143,4,2,2,33,1,0,1,3
1,0,0,0,0,0,0,0,0,1,0,105,3,2,2,12,0,1,1,3
0,0,0,0,0,0,0,0,0,1,0,10,4,1,1,50,0,0,0,1
1,0,0,0,1,0,0,0,0,0,0,75,2,1,1,9,1,0,1,2
1,0,0,0,1,0,0,0,0,0,0,36,1,1,1,28,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,91,2,2,1,28,0,1,1,3
1,0,0,0,0,0,0,0,0,1,0,76,2,2,1,9,0,1,1,2
0,0,0,0,0,0,0,0,0,1,0,19,4,1,2,14,0,0,0,1
1,0,0,0,0,0,0,0,0,1,0,190,5,2,2,28,1,0,1,3
1,0,0,1,0,0,0,0,0,0,0,108,2,2,1,16,0,0,1,3
0,0,0,0,1,0,0,0,0,0,0,8,5,1,2,33,1,0,0,1
0,0,0,0,0,0,0,0,0,0,0,20,4,1,3,23,0,0,0,1
1,0,0,0,0,0,0,0,1,0,0,49,1,1,1,21,0,0,1,2
0,0,0,0,0,0,1,0,0,0,0,12,4,1,1,32,0,0,0,1
1,1,0,0,0,0,0,0,0,0,0,24,1,0,1,9,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,57,3,1,1,8,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,116,2,2,2,30,0,0,1,3
0,0,0,1,0,0,0,0,0,0,0,13,5,1,2,6,1,0,0,1
0,0,0,1,0,0,0,0,0,0,0,10,5,1,2,6,1,0,0,1
0,0,0,1,0,0,0,0,0,0,0,10,4,1,1,10,0,1,0,1
0,0,0,0,0,0,0,0,0,1,0,5,5,1,2,13,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,6,3,1,1,31,1,0,0,1
1,0,0,0,0,0,0,0,0,0,1,30,1,0,1,5,0,1,1,4
1,0,0,0,0,0,1,0,0,0,0,97,3,2,2,32,1,0,1,3
1,1,0,0,0,0,0,0,0,0,0,191,5,2,3,6,1,0,1,3
1,0,0,0,0,0,0,0,0,0,1,86,2,1,1,5,0,1,1,4
0,0,0,0,0,0,1,0,0,0,0,21,5,1,2,9,0,0,0,1
1,0,0,0,1,0,0,0,0,0,0,100,3,2,1,20,0,1,1,3
1,0,0,1,0,0,0,0,0,0,0,45,2,1,1,5,0,1,1,2
0,0,0,0,0,0,0,0,0,1,0,9,4,1,1,9,0,0,0,1
1,0,0,0,0,0,0,1,0,0,0,50,3,1,2,22,0,1,1,2
0,0,0,0,0,0,0,0,0,1,0,11,4,1,1,9,0,0,0,1
1,0,0,0,0,0,0,0,0,1,0,300,5,2,3,25,0,1,1,3
1,0,0,0,0,0,0,0,0,1,0,103,2,2,1,28,1,0,1,3
1,0,0,0,0,0,0,0,0,1,0,36,1,1,1,9,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,100,3,2,2,15,0,1,1,3
1,1,0,0,0,0,0,0,0,0,0,38,1,1,1,8,0,0,1,2
1,0,0,0,0,0,0,0,0,1,0,79,2,2,1,9,0,1,1,2
0,0,0,0,0,0,1,0,0,0,0,6,4,1,1,33,0,1,0,1
1,1,0,0,0,0,0,0,0,0,0,98,4,2,1,18,1,0,1,3
1,0,0,0,0,0,0,0,0,0,1,74,3,1,1,9,0,1,1,4
1,0,0,0,0,0,0,0,0,1,0,43,1,1,1,30,0,0,0,2
1,0,0,0,0,0,0,0,0,1,0,65,2,1,1,29,0,0,1,2
1,0,0,0,0,0,0,0,0,1,0,114,2,2,2,41,0,0,1,3
1,0,0,0,0,0,0,0,0,1,0,142,3,2,2,30,0,1,1,3
1,0,0,0,1,0,0,0,0,0,0,22,1,0,1,5,0,1,1,2
1,0,0,0,0,0,0,0,0,0,1,76,3,1,1,9,1,0,1,4
1,0,0,0,0,0,0,1,0,0,0,104,3,2,1,19,0,1,1,3
0,0,0,1,0,0,0,0,0,0,0,9,4,1,1,11,0,1,0,1
1,0,0,0,0,0,0,0,0,0,1,65,3,1,1,9,0,1,1,4
0,0,0,0,0,0,0,0,0,1,0,9,3,1,1,8,0,1,0,1
0,1,0,0,0,0,0,0,0,0,0,13,4,1,2,10,0,0,0,1
1,0,0,0,1,0,0,0,0,0,0,55,2,1,1,9,0,1,1,2
0,0,0,0,0,0,0,0,0,1,0,10,4,1,1,8,0,1,0,1
0,0,0,1,0,0,0,0,0,0,0,13,4,1,2,30,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,107,3,2,1,13,0,1,1,3
0,0,0,0,0,0,0,0,0,1,0,10,4,1,2,13,0,1,0,1
1,1,0,0,0,0,0,0,0,0,0,76,2,1,1,9,1,0,1,2
1,0,0,1,0,0,0,0,0,0,0,100,4,1,1,7,0,1,1,2
1,0,0,0,1,0,0,0,0,0,0,31,1,0,1,6,0,1,1,2
1,0,0,0,1,0,0,0,0,0,0,148,3,2,1,33,0,1,1,3
1,0,0,0,1,0,0,0,0,0,0,65,2,1,1,8,1,0,1,2
1,0,0,0,0,0,0,0,0,0,0,86,2,2,1,32,0,0,1,3
1,0,0,1,0,0,0,0,0,0,0,149,4,2,2,32,0,0,1,3
1,1,0,0,0,0,0,0,0,0,0,28,1,1,1,7,0,1,1,2
1,0,0,0,1,0,0,0,0,0,0,31,1,0,1,6,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,28,1,0,1,18,0,0,1,2
0,0,0,0,0,0,0,0,0,1,0,10,3,1,1,9,0,1,0,1
1,0,0,0,1,0,0,0,0,0,0,50,1,1,1,7,0,0,1,2
0,0,0,0,0,0,0,0,0,1,0,9,4,1,2,31,0,1,0,1
1,0,0,0,1,0,0,0,0,0,0,40,1,1,1,7,1,0,1,2
0,0,0,0,0,0,0,0,0,1,0,9,4,1,2,12,1,0,0,1
1,1,0,0,0,0,0,0,0,0,0,56,2,1,1,8,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,145,2,1,2,25,0,1,1,3
0,0,0,0,0,0,0,0,0,1,0,9,3,1,1,32,1,0,0,1
1,1,0,0,0,0,0,0,0,0,0,78,3,1,1,9,0,0,1,2
1,0,0,0,1,0,0,0,0,0,0,77,2,1,1,18,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,87,3,2,1,26,0,0,1,3
1,1,0,0,0,0,0,0,0,0,0,72,2,1,1,10,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,105,3,2,2,10,0,1,1,3
1,0,0,1,0,0,0,0,0,0,0,39,1,1,2,21,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,136,5,1,2,28,0,0,1,3
0,0,0,0,0,0,0,0,0,1,0,15,5,1,2,30,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0,15,4,1,2,13,1,0,0,1
1,0,0,0,0,0,0,0,0,0,1,55,2,1,1,9,1,0,1,4
1,0,0,0,0,0,0,0,0,0,1,84,2,2,1,32,1,0,1,4
0,0,0,0,0,0,0,0,0,1,0,8,3,1,1,18,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,15,4,1,2,23,0,0,0,1
1,0,0,0,0,0,0,0,0,0,1,60,2,1,1,9,1,0,1,4
1,1,0,0,0,0,0,0,0,0,0,95,3,2,2,9,1,0,1,3
1,0,0,0,0,0,0,1,0,0,0,34,1,1,1,17,0,0,1,2
1,0,0,0,0,1,0,0,0,0,0,83,2,2,1,18,0,1,1,3
0,0,0,0,1,0,0,0,0,0,0,9,4,1,2,32,0,0,0,1
1,0,0,0,0,0,0,1,0,0,0,156,4,2,2,30,1,0,1,3
1,0,0,0,0,0,0,0,0,1,0,40,1,1,1,13,0,0,0,2
0,0,0,0,1,0,0,0,0,0,0,6,4,1,1,12,1,0,0,1
0,0,0,0,0,0,0,1,0,0,0,11,4,1,2,33,0,1,0,1
1,1,0,0,0,0,0,0,0,0,0,150,4,2,2,26,0,1,1,3
1,0,0,0,0,0,0,1,0,0,0,58,2,1,1,4,0,1,1,2
1,0,0,0,1,0,0,0,0,0,0,31,1,0,1,6,0,1,1,2
1,0,0,0,1,0,0,0,0,0,0,66,2,1,1,13,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,42,1,1,1,29,0,1,1,2
1,0,0,0,0,0,0,1,0,0,0,56,2,1,1,7,1,0,1,2
0,0,0,0,0,0,0,0,0,1,0,8,3,1,1,31,0,0,0,1
0,0,0,1,0,0,0,0,0,0,0,8,4,1,1,10,1,0,0,1
0,0,0,0,0,0,0,0,0,1,0,9,3,1,1,31,1,0,0,1
1,0,0,0,1,0,0,0,0,0,0,52,2,1,1,9,1,0,1,2
1,0,0,1,0,0,0,0,0,0,0,69,2,2,1,6,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,73,2,1,1,9,0,1,1,2
0,0,0,0,1,0,0,0,0,0,0,17,3,1,1,18,0,0,0,1
1,0,0,0,0,0,1,0,0,0,0,36,1,0,1,5,0,1,1,2
1,0,0,1,0,0,0,0,0,0,0,160,1,1,1,12,1,0,1,2
1,0,0,0,0,0,0,0,1,0,0,58,2,1,2,19,1,0,1,3
1,0,0,1,0,0,0,0,0,0,0,29,1,1,1,4,0,1,1,2
1,0,0,1,0,0,0,0,0,0,0,55,2,1,1,17,0,1,1,2
1,0,0,0,1,0,0,0,0,0,0,60,2,1,1,6,0,1,1,2
1,0,0,0,1,0,0,0,0,0,0,94,3,1,1,9,0,1,1,2
0,0,0,0,0,0,0,0,0,1,0,6,3,1,1,9,0,1,0,1
1,0,0,0,0,0,0,0,0,1,0,98,3,2,1,19,0,1,1,3
0,0,0,1,0,0,0,0,0,0,0,12,4,1,1,11,0,1,0,1
0,0,0,0,0,0,0,0,0,1,0,14,3,1,1,9,0,1,0,1
0,0,0,0,1,0,0,0,0,0,0,13,4,1,1,19,0,0,0,1
1,0,0,0,0,0,0,0,0,1,0,40,2,1,1,9,0,1,1,2
1,0,0,1,0,0,0,0,0,0,0,88,3,1,1,8,0,1,1,2
1,0,0,1,0,0,0,0,0,0,0,40,1,1,1,25,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,47,2,1,1,9,1,0,1,2
0,0,0,0,0,0,0,0,0,1,0,13,4,1,1,38,0,1,0,1
0,0,0,0,0,0,0,0,0,1,0,10,4,1,1,25,1,0,0,1
1,0,0,1,0,0,0,0,0,0,0,37,1,1,1,16,0,1,1,2
0,0,0,0,0,0,0,1,0,0,0,9,5,1,2,23,0,1,0,1
1,0,0,0,0,0,0,0,0,1,0,50,2,1,1,8,0,1,1,2
0,0,0,0,0,0,0,1,0,0,0,13,5,1,2,23,0,1,0,1
1,1,0,0,0,0,0,0,0,0,0,91,3,1,1,8,1,0,1,2
1,0,0,1,0,0,0,0,0,0,0,89,3,2,2,33,1,0,1,3
0,0,0,0,0,0,0,0,0,1,0,18,4,1,2,25,1,0,0,1
0,0,0,0,0,0,0,0,0,1,0,12,4,1,2,25,1,0,0,1
1,0,0,0,1,0,0,0,0,0,0,35,1,1,1,12,1,0,0,2
0,1,0,0,0,0,0,0,0,0,0,14,4,1,1,18,0,1,0,1
1,0,0,0,0,0,0,1,0,0,0,25,2,1,1,21,1,0,1,2
0,1,0,0,0,0,0,0,0,0,0,11,4,1,1,18,0,1,0,1
1,0,0,1,0,0,0,0,0,0,0,30,1,0,1,15,0,0,1,2
0,0,0,0,0,0,0,0,0,1,0,9,4,1,2,13,0,0,0,1
1,0,0,0,1,0,0,0,0,0,0,143,4,2,2,28,0,0,1,3
0,0,0,0,1,0,0,0,0,0,0,6,4,1,1,21,1,0,0,1
0,1,0,0,0,0,0,0,0,0,0,8,4,1,1,18,1,0,0,1
0,1,0,0,0,0,0,0,0,0,0,7,4,1,1,18,1,0,0,1
1,0,0,1,0,0,0,0,0,0,0,41,2,1,1,23,0,1,1,2
0,0,0,0,0,0,0,0,0,1,0,10,3,1,1,9,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,83,3,1,1,18,0,0,1,2
0,0,0,0,0,0,0,0,0,1,0,17,4,1,2,31,0,1,0,1
1,0,0,0,0,0,0,0,0,1,0,130,3,1,2,30,0,1,1,3
1,0,0,1,0,0,0,0,0,0,0,61,2,2,1,12,0,1,1,2
1,0,0,0,0,0,0,0,0,0,1,61,1,1,1,35,1,0,1,4
1,0,0,1,0,0,0,0,0,0,0,58,1,1,1,21,0,0,1,2
1,0,0,0,0,0,0,0,0,1,0,74,2,1,1,28,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,80,3,1,1,9,0,1,1,2
1,0,0,1,0,0,0,0,0,0,0,94,3,2,2,30,0,1,1,3
1,0,0,0,1,0,0,0,0,0,0,40,1,1,1,1,0,0,1,2
1,0,0,0,0,0,0,0,0,0,1,60,1,1,1,32,0,0,1,4
1,0,0,0,0,0,0,0,0,1,0,34,1,1,1,32,0,0,0,2
1,1,0,0,0,0,0,0,0,0,0,299,5,3,3,3,0,0,1,3
1,0,0,0,0,0,0,0,0,1,0,85,2,2,1,12,0,0,1,2
1,1,0,0,0,0,0,0,0,0,0,40,1,1,1,24,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,77,2,1,1,18,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,76,2,2,1,18,0,1,1,2
0,0,0,0,1,0,0,0,0,0,0,14,4,1,1,28,0,1,0,1
0,0,0,0,1,0,0,0,0,0,0,9,4,1,1,28,0,1,0,1
0,0,0,0,0,0,0,0,0,1,0,13,4,1,1,8,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,97,3,1,1,6,0,1,1,2
1,0,0,0,0,0,0,0,0,0,1,35,1,1,1,17,0,0,1,4
1,0,0,0,0,0,0,0,0,1,0,78,2,1,1,16,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,78,2,1,1,35,0,0,1,2
1,0,0,0,0,0,0,1,0,0,0,97,3,2,1,33,1,0,1,3
1,1,0,0,0,0,0,0,0,0,0,80,3,1,1,27,1,0,1,2
1,0,0,0,1,0,0,0,0,0,0,68,2,2,1,12,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,275,4,2,2,48,1,0,1,3
1,0,0,0,0,0,0,1,0,0,0,100,3,1,1,22,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,118,3,1,1,9,0,1,1,2
1,0,0,1,0,0,0,0,0,0,0,96,2,1,1,8,0,1,1,2
0,0,0,0,1,0,0,0,0,0,0,11,3,1,1,11,1,0,0,1
1,1,0,0,0,0,0,0,0,0,0,22,1,0,1,6,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,86,3,1,1,5,1,0,1,2
1,0,0,1,0,0,0,0,0,0,0,116,3,2,2,7,1,0,1,3
0,0,0,0,0,0,0,0,0,1,0,11,4,1,1,8,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,9,3,1,1,18,0,1,0,1
0,0,0,1,0,0,0,0,0,0,0,10,4,1,2,17,0,1,0,1
1,0,0,0,1,0,0,0,0,0,0,119,4,1,1,23,1,0,1,2
1,0,0,0,1,0,0,0,0,0,0,80,2,1,1,28,0,0,1,2
1,0,0,0,0,0,0,0,0,1,0,115,2,2,2,30,1,0,1,3
1,0,0,0,0,0,0,0,0,0,1,85,3,1,1,11,0,1,1,4
1,0,0,0,0,0,0,0,0,1,0,90,3,1,1,9,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,80,2,1,1,14,0,1,1,2
1,0,0,0,0,0,0,0,0,0,0,97,3,2,1,11,0,1,1,3
1,0,0,0,1,0,0,0,0,0,0,53,1,1,1,6,0,0,1,2
1,0,0,0,0,0,0,1,0,0,0,94,3,2,2,34,0,0,1,3
1,1,0,0,0,0,0,0,0,0,0,88,2,2,1,9,1,0,1,2
0,0,0,0,0,0,0,0,0,1,0,18,3,1,1,24,0,1,0,1
1,0,0,0,1,0,0,0,0,0,0,90,1,1,1,27,1,0,1,2
0,0,0,0,0,0,0,0,0,1,0,9,3,1,1,26,1,0,0,1
0,0,0,0,0,0,0,0,0,1,0,7,4,1,2,13,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0,15,4,1,1,30,0,0,0,1
1,0,0,0,0,0,0,0,0,1,0,75,3,1,1,33,0,0,1,2
0,0,0,0,0,0,0,1,0,0,0,6,4,1,2,18,0,0,0,1
1,0,0,0,0,0,0,1,0,0,0,40,1,0,1,32,0,0,1,2
1,0,0,1,0,0,0,0,0,0,0,75,2,1,1,7,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,78,2,2,1,17,0,0,1,2
1,0,0,0,0,0,1,0,0,0,0,94,3,2,2,20,1,0,1,3
1,0,0,0,0,0,0,0,0,1,0,65,2,1,1,6,1,0,1,2
1,0,0,0,0,0,0,0,0,1,0,40,1,1,1,8,0,1,1,2
0,0,0,0,0,0,0,1,0,0,0,12,4,1,2,18,0,0,0,1
0,0,0,0,0,0,0,0,0,1,0,8,4,1,1,32,0,1,0,1
0,0,0,0,0,0,1,0,0,0,0,6,4,1,1,33,0,0,0,1
1,0,0,0,0,0,0,0,0,0,0,93,2,1,1,27,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,48,2,1,1,9,1,0,1,2
0,0,0,0,0,0,0,1,0,0,0,17,4,1,2,30,1,0,0,1
1,0,0,0,1,0,0,0,0,0,0,52,1,0,0,8,0,0,1,2
0,0,0,0,0,0,1,0,0,0,0,6,4,1,1,33,1,0,0,1
0,1,0,0,0,0,0,0,0,0,0,15,4,1,2,6,0,1,0,1
1,0,0,0,0,0,0,0,0,1,0,130,3,2,1,28,1,0,1,3
0,0,0,1,0,0,0,0,0,0,0,12,4,1,2,17,0,1,0,1
1,1,0,0,0,0,0,0,0,0,0,25,1,1,1,9,1,0,1,2
0,0,0,0,1,0,0,0,0,0,0,8,3,1,1,18,0,1,0,1
1,0,0,0,0,0,1,0,0,0,0,91,3,2,1,30,1,0,1,3
1,0,0,0,0,0,0,0,0,1,0,135,4,2,2,32,0,1,1,3
0,0,0,0,0,0,0,0,0,1,0,8,4,1,2,20,1,0,0,1
1,1,0,0,0,0,0,0,0,0,0,226,6,3,3,15,0,0,1,3
0,0,0,0,0,0,0,0,0,1,0,12,3,1,1,8,0,1,0,1
0,0,0,0,0,0,0,1,0,0,0,7,5,1,2,25,1,0,0,1
1,0,0,1,0,0,0,0,0,0,0,74,2,1,1,23,0,0,1,2
0,0,0,0,0,0,0,0,0,1,0,8,4,1,2,20,0,1,0,1
0,0,0,0,1,0,0,0,0,0,0,10,4,1,2,32,0,1,0,1
1,0,0,0,1,0,0,0,0,0,0,50,2,1,1,7,0,1,1,2
0,0,0,0,0,0,1,0,0,0,0,8,4,1,2,32,0,1,0,1
1,0,0,0,1,0,0,0,0,0,0,58,1,0,1,30,1,0,1,2
1,0,0,0,0,0,0,0,0,0,1,35,1,0,1,3,1,0,1,4
0,0,0,0,0,0,0,0,0,1,0,11,5,1,2,13,0,1,0,1
1,0,0,0,0,0,0,0,0,0,1,68,2,1,1,30,0,1,1,4
0,0,0,0,1,0,0,0,0,0,0,16,3,1,1,28,1,0,0,1
1,0,0,1,0,0,0,0,0,0,0,54,2,1,1,25,0,1,1,2
0,0,0,0,0,0,1,0,0,0,0,14,4,1,2,32,0,1,0,1
1,0,0,0,0,0,0,0,0,1,0,78,3,2,1,13,0,1,1,3
1,0,0,0,0,0,0,0,0,1,0,78,2,2,1,43,1,0,1,3
0,0,0,1,0,0,0,0,0,0,0,6,4,1,2,33,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,7,4,1,2,19,1,0,0,1
0,0,0,0,0,0,0,0,0,1,0,9,3,1,1,15,0,1,0,1
0,0,0,1,0,0,0,0,0,0,0,11,4,1,2,33,0,0,0,1
0,1,0,0,0,0,0,0,0,0,0,8,3,1,1,9,0,1,0,1
0,0,0,0,0,0,0,1,0,0,0,10,3,1,1,19,0,0,0,1
1,0,0,0,0,0,0,0,0,1,0,42,1,1,1,31,1,0,1,2
1,0,0,0,1,0,0,0,0,0,0,53,2,2,1,6,0,0,1,2
0,0,0,0,0,0,0,0,0,1,0,15,4,1,2,12,1,0,0,1
1,1,0,0,0,0,0,0,0,0,0,27,1,1,1,13,0,0,1,2
1,0,0,0,0,0,0,0,0,0,0,93,3,2,2,18,1,0,1,3
1,0,0,0,0,0,0,0,0,1,0,61,2,1,1,9,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,39,1,2,1,23,0,0,1,2
1,0,0,0,1,0,0,0,0,0,0,88,2,1,1,28,1,0,1,2
1,0,0,0,0,0,0,0,0,0,1,25,1,0,1,9,0,0,1,4
1,0,0,0,1,0,0,0,0,0,0,49,1,0,1,39,0,1,1,2
1,0,0,0,0,0,0,0,0,0,0,84,2,2,1,18,1,0,1,3
1,0,0,0,0,0,0,0,0,0,1,25,1,0,1,9,0,0,1,4
1,0,0,0,0,0,0,0,0,0,0,63,2,2,1,11,0,1,1,2
0,0,0,0,1,0,0,0,0,0,0,7,3,1,1,8,1,0,0,1
1,0,0,1,0,0,0,0,0,0,0,120,3,2,2,27,0,1,1,3
1,0,0,0,1,0,0,0,0,0,0,49,2,1,1,9,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,108,3,1,1,15,1,0,1,2
1,0,0,0,0,0,0,0,0,0,1,66,1,2,1,27,1,0,1,4
1,1,0,0,0,0,0,0,0,0,0,151,4,2,2,18,1,0,1,3
1,0,0,0,1,0,0,0,0,0,0,33,1,1,1,6,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,43,1,0,1,30,0,1,1,2
1,0,0,0,0,0,0,0,0,0,1,73,2,1,1,9,1,0,1,4
0,0,0,0,1,0,0,0,0,0,0,12,5,1,2,29,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,11,4,1,2,28,0,1,0,1
1,0,0,0,0,0,0,0,0,1,0,100,3,2,1,18,0,0,1,3
1,0,0,1,0,0,0,0,0,0,0,76,2,1,1,11,0,1,1,2
0,0,0,0,1,0,0,0,0,0,0,9,4,1,2,12,0,0,0,1
0,0,0,0,0,0,0,1,0,0,0,5,4,1,1,40,0,0,0,1
0,0,0,0,1,0,0,0,0,0,0,6,4,1,1,28,0,0,0,1
1,0,0,0,0,0,0,0,0,1,0,129,3,2,2,12,0,0,1,3
0,0,0,0,0,0,0,1,0,0,0,6,5,1,2,26,1,0,0,1
1,0,0,0,0,0,0,0,0,0,0,120,3,2,2,33,1,0,1,3
1,0,0,0,0,0,0,0,0,0,1,90,3,1,1,8,1,0,1,4
0,0,0,0,0,0,0,0,0,0,0,11,5,1,3,24,0,1,0,1
1,0,0,0,0,0,0,1,0,0,0,144,4,1,2,30,0,1,1,3
0,0,0,0,0,0,0,0,0,1,0,12,4,1,2,25,1,0,0,1
1,0,0,0,0,0,0,0,0,1,0,66,3,1,1,25,0,1,1,2
1,0,0,0,0,0,0,0,0,1,0,97,3,2,2,9,0,0,1,3
1,1,0,0,0,0,0,0,0,0,0,106,3,2,2,5,1,0,1,3
0,0,0,0,0,0,0,0,0,1,0,10,3,1,1,12,0,0,0,1
1,0,0,0,0,0,0,1,0,0,0,76,2,1,1,33,0,0,1,2
1,0,0,1,0,0,0,0,0,0,0,67,2,1,1,32,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,35,1,1,1,9,0,1,1,2
0,0,0,0,0,0,0,0,0,1,0,7,4,1,2,29,0,0,0,1
1,0,0,1,0,0,0,0,0,0,0,69,2,1,1,7,1,0,1,2
1,1,0,0,0,0,0,0,0,0,0,150,4,2,2,10,0,1,1,3
1,0,0,0,0,0,0,0,0,0,1,60,2,1,1,8,1,0,1,4
0,0,0,0,0,0,0,0,0,0,1,81,4,1,1,6,0,1,0,1
1,1,0,0,0,0,0,0,0,0,0,98,3,2,2,30,0,0,1,3
1,0,0,1,0,0,0,0,0,0,0,298,5,2,3,1,0,0,1,3
1,0,0,0,1,0,0,0,0,0,0,35,1,1,1,12,1,0,0,2
0,0,0,1,0,0,0,0,0,0,0,12,4,1,2,15,0,0,0,1
1,0,0,0,0,0,0,1,0,0,0,97,3,1,1,31,0,1,1,2
1,1,0,0,0,0,0,0,0,0,0,50,2,1,1,9,1,0,1,2
